x,y
3505.313592061805,4013.8813142121694
3555.2473534821765,4016.327578499331
3605.053190833414,4012.847497082783
3650.678706629362,3993.783450043542
3673.7541560279205,3951.637227816507
3644.0610059348655,3912.025758400975
3613.1260478346085,3872.9183752837707
3637.847071115626,3847.6901494176127
3686.481802738838,3859.0105156670106
3735.979225273244,3865.209089487791
3785.5340878455627,3859.5265292053227
3831.962036217332,3841.4508370108088
3870.427514570063,3809.9217687650453
3892.9034126478946,3765.7193979314616
3888.318087459542,3717.387254317873
3866.38631439209,3672.537757873535
3888.3725329809713,3641.650362727709
3936.3487443975755,3655.4400978302383
3985.597726136446,3655.6771770464256
4026.0901736123487,3627.117030470632
4044.7559082807275,3582.022222906002
4038.3041181066073,3532.7391859424533
4013.54643496871,3489.717739753425
3971.3568094287493,3463.8437182369107
3944.624808602035,3425.5538183376193
3976.6943716012993,3388.9739393259606
4022.0581559615484,3368.200824261393
4068.8276232154167,3350.542589178556
4113.250547224627,3327.8212622207793
4134.7142759916605,3285.544933502213
4110.332651960649,3242.940927984353
4069.796175688505,3213.88540452067
4091.878840327263,3184.893003606223
4141.467153698206,3178.731035359204
4190.153762817383,3167.90523147583
4230.964425686747,3139.940198865719
4254.91428664932,3096.3779922901886
4273.065293623833,3049.8793754546205
4310.60112592348,3017.846359639181
4355.06254915148,2994.96872542426
4400.338207022287,2975.0296567056794
4450.351906106807,2975.3075105894823
4500.341417277386,2975.5852300959855
4550.349187552929,2975.8630510419607
4600.341385455036,2976.2437601468328
4650.336499863521,2977.2544705225537
4700.295658787232,2979.005597752708
4750.232969321437,2981.542012535277
4800.114963740387,2984.9042854817963
4849.945860368259,2989.131654722462
4899.6836552850455,2994.2548920386334
4949.322409126444,3000.3017840066877
4998.822726266429,3007.2890631582204
5048.177902281284,3015.2296115756035
5097.384820332189,3024.129523936669
5146.415709951292,3033.9821753870074
5195.229574832162,3044.768312107831
5243.836341188013,3056.47105307538
5292.228808592354,3069.063016007649
5340.380865568234,3082.504816862963
5388.313205749375,3096.764359676765
5435.998458210776,3111.791276087123
5483.458427318693,3127.5161400200927
5530.98472887059,3143.0399445843523
5579.210788940167,3156.1565274009045
5628.68415570867,3163.059430789597
5678.646248196241,3164.8050715486224
5728.650890700752,3164.999963395181
5778.651154631367,3164.73112357494
5828.611237352725,3163.0071240127545
5878.145159287378,3156.5410221945494
5926.061505975813,3142.3367470457742
5972.717801093075,3124.4036547892124
6018.086300582203,3103.407462079677
6061.878283102473,3079.288328266599
6103.833793413622,3052.1332019778188
6143.747891201308,3022.019527731169
6181.354295161031,2989.093512230942
6216.440795464423,2953.4862830700094
6248.776513631345,2915.3696467352693
6278.155777271202,2874.911356523122
6304.345485051852,2832.345689556966
6327.157032127832,2787.874348106385
6346.395681069147,2741.737951207884
6361.876705970397,2694.204130548259
6373.432757469911,2645.566464862466
6380.921708304015,2596.1423766423386
6384.234891757077,2546.2700032302855
6383.305615531563,2496.3040858290615
6378.113402875793,2446.581213109174
6368.697046662812,2397.4886168786893
6355.158326141839,2349.383765786175
6338.044099457562,2302.4049024200067
6317.764808645341,2256.724240991347
6293.502647671226,2213.017423327476
6265.0070772440085,2171.9471653777564
6232.7969105095835,2133.741164086954
6197.763822973124,2098.0703055093327
6160.813581499577,2064.4054215342967
6122.5785416703475,2032.1701781005968
6085.199407034088,1999.02052080899
6051.4188862536685,1962.1643921449868
6020.881057906896,1922.601998145692
5993.088829881227,1881.049101186651
5967.602183220233,1838.0199237291083
5944.066881486274,1793.9121001380133
5922.145370041881,1748.9840164874618
5901.848003166037,1703.284547382849
5883.22846452785,1656.8939679492394
5866.003699060006,1609.9466768326383
5850.084418489772,1562.5455351654236
5835.506906595464,1514.728684029097
5822.459004435938,1466.470249029678
5811.42365258959,1417.7015964224756
5803.637316428489,1368.3354326845583
5793.075111028433,1319.4918439706234
5778.311465600025,1271.726943414731
5759.828475663645,1225.2795059254586
5742.808376944735,1178.2714360274226
5728.117027260545,1130.4898416418077
5715.449502110287,1082.1162604670135
5704.553359110239,1033.3091599899785
5695.2156135560945,984.2029914874583
5687.244472051752,934.8419036973792
